label,x,y,z
1,43.467,-84.588,26.046
8,14.126,66.284,-42.926
7,99.102,20.673,14.529
8,-9.4298,57.652,-43.825
9,-42.168,-43.56,36.119
2,-91.172,0.095422,53.647
1,75.808,-73.412,42.653
9,-37.989,-37.501,27.479
5,-21.742,62.881,22.574
2,-94.018,28.133,-4.2302
1,43.7,-84.503,25.96
2,-94.297,-11.361,47.366
2,-91.911,15.099,33
10,6.0967,34.863,36.077
3,-41.388,-13.144,-50.715
6,28.872,-35.506,-9.8412
9,-46.968,-44.77,27.74
3,-73.696,-52.646,-33.001
8,9.14,67.088,-55.335
4,23.51,-42.54,-29.87
3,-54.765,-10.571,-47.103
7,77.368,5.8781,-32.557
4,-8.418,-46.469,-27.716
2,-83.425,28.247,6.8677
10,-10.628,59.106,7.4981
5,-3.5349,95.063,35.749
5,-11.546,68.874,40.827
4,-9.3791,-63.957,-34.37
2,-99.622,22.975,11.619
9,-34.982,-51.648,20.38
3,-58.012,-5.3135,-56.908
6,22.575,-33.775,54.6
6,26.022,-29.891,28.82
10,4.4959,50.119,9.3835
3,-66.177,-54.015,-38.094
3,-24.825,16.886,-45.836
3,-57.943,-34.8,-48.611
6,29.521,-24.92,-2.3567
4,-14.769,78.203,-2.1891
3,-78.726,-55.522,-28.842
7,81.368,16.625,-15.587
3,-58.072,-13.021,-57.922
10,-9.712,46.125,14.284
5,-3.1664,95.895,27.081
4,-9.3751,-56.367,-27.296
6,29.987,-26.578,-1.2376
6,13.298,-20.076,61.732
8,-5.2682,46.156,-52.368
9,-25.847,-29.695,12.56
2,-55.461,2.4664,-40.437
1,46.373,-84.327,24.678
3,-54.141,-35.02,-47.281
6,25.915,-25.535,-0.21931
4,-1.2591,-44.009,-46.82
9,-13.292,-28.156,-8.085
1,77.986,-64.499,23.16
10,-7.0342,42.939,10.255
7,88.341,7.7269,-8.2371
6,25.375,-24.577,0.52918
2,-94.103,22.604,30.364
1,68.261,-85.688,20.905
6,23.217,-22.146,14.92
1,55.137,-82.676,31.664
7,81.662,4.2042,-43.039
2,-93.356,-3.6213,42.425
3,-59.898,-12.569,-53.523
10,16.743,36.935,23.615
2,-81.507,32.856,-10.159
8,-20.221,45.829,-38.484
1,55.766,-71.768,43.968
3,-72.25,-27.857,-41.115
10,8.8674,30.722,36.21
3,-64.336,-9.5567,-50.944
2,-99.385,19.706,12.065
6,22.555,-34.486,15.018
7,98.928,20.126,15.942
9,-42.353,-39.403,37.74
9,-34.133,-39.739,14.631
1,78.372,-56.725,42.528
8,8.6401,68.97,-55.546
9,-13.602,-17.163,-22.244
5,2.9599,54.727,46.412
1,82.825,-53.569,42.542
1,62.296,-64.17,55.136
2,-95.154,9.8156,29.777
8,14.52,58.212,-44.074
4,17.508,-49.464,-36.2
8,7.7483,27.81,-57.382
10,1.884,40.042,13.408
8,3.8051,80.261,-30.152
2,-93.183,22.692,26.544
9,-24.051,-29.526,12.728
6,25.737,-28.84,47.924
10,-2.0627,94.99,17.376
1,75.285,-62.075,45.815
9,-35.628,-34.39,36.277
4,12.65,-66.588,-30.737
10,-6.8712,50.079,17.915
10,16.404,38.905,27.369
7,89.912,-0.86287,-30.736
4,4.4978,-32.3,-36.315
6,23.331,-33.38,53.8
4,-32.075,-28.333,-2.3552
2,-100.72,-6.2081,44.426
1,64.413,-82.124,17.311
2,-77.508,44.661,-23.628
4,8.2887,-57.126,-23.773
9,-26.668,-37.338,33.707
5,5.71,51.186,57.448
7,96.01,15.303,-0.75237
10,-7.4379,71.008,10.004
9,94.546,6.0688,-33.074
8,-6.3051,79.429,-29.841
2,-93.119,14.603,20.305
1,74.495,-60.445,13.845
7,75.074,15.405,-9.5456
4,7.8193,-34.519,-20.606
2,-81.844,41.133,-10.214
6,19.979,-37.386,45.9
6,13.916,-19.328,56.411
9,14.339,28.546,25.478
6,27.054,-25.134,0.51714
5,-2.7169,48.849,40.804
6,15.198,-27.846,-17.161
10,8.4466,51.96,11.551
5,-14.31,67.704,25.987
4,-16.493,-67.467,-28.729
10,-4.0153,59.973,14.294
10,-2.5295,81.866,11.149
9,-32.444,-46.143,28.782
8,8.4259,68.899,-46.535
7,87.019,-2.6733,-30.184
8,9.1039,40.487,-60.315
5,-11.79,65.561,30.28
4,-13.114,-63.492,-33.938
2,-98.979,6.7127,25.596
9,-22.876,-22.038,-3.2594
10,10.942,29.621,43.501
10,11.162,30.491,28.76
2,-86.743,20.51,21.994
1,58.066,-80.785,8.7305
2,-85.108,29.692,10.171
5,16.138,39.565,53.234
1,60.07,-70.261,44.668
1,49.184,-82.374,5.5056
1,77.116,-71.69,17.047
6,24.474,-21.157,13.667
1,67.01,-82.969,20.067
7,90.963,7.9338,-8.0313
6,17.937,-12.869,2.0111
1,78.564,-57.305,20.17
3,-65.465,-34.7,-42.09
4,-2.6845,-48.701,-25.73
2,-91.344,41.7,-11.527
8,-8.0837,46.42,-47.232
5,-8.5254,83.918,27.199
1,70.669,-56.736,42.851
7,93.571,20.668,-3.3671
9,-11.837,-33.786,1.8353
2,-85.085,25.422,7.2265
8,-2.3939,46.519,-0.066189
3,-70.122,-43.135,-35.534
1,63.848,-67.566,44.454
6,23.694,-35.128,1.7655
9,-32.592,-16.105,19.54
8,-7.4679,76.664,-30.822
4,19.928,-40.481,-31.138
7,76.338,8.3578,-16.401
5,-7.8042,64.601,49.573
5,-7.9426,48.994,36.15
10,-0.78598,61.423,6.1348
6,15.662,-17.232,41.055
8,-6.7649,72.593,-19.167
7,102.5,6.5357,-16.664
2,-75.023,53.031,-20.284
7,71.198,4.6667,-39.005
4,-2.8639,-82.885,-40.559
2,-86.235,41.992,5.1684
7,90.255,22.919,10.168
10,20.428,53.913,24.251
1,71.486,-81.801,20.929
5,-15.322,68.282,41.95
3,-61.754,-29.713,-48.535
9,-45.404,-47.98,47.379
1,76.752,-71.868,31.181
2,-85.739,33.582,3.9057
9,-18.677,-17.485,-11.174
2,-99.016,2.1471,29.293
10,14.38,87.538,35.126
4,-14.637,-75.568,-36.731
8,11.097,48.05,-41.562
6,30.181,-25.222,-14.85
8,2.7177,70.039,-31.107
1,84.287,-62.719,40.329
2,-82.497,31.155,3.9163
7,94.642,3.4082,-20.463
1,72.298,-74.794,37.443
8,-1.3296,81.782,-36.301
6,17.526,-15.709,29.394
8,-3.5273,75.786,-30.734
2,-87.624,-3.8869,46.287
8,3.6684,47.86,-53.067
8,-19.117,53.168,-32.234
9,-12.2,-38.986,13.61
4,-2.838,-45.297,-31.527
2,-104.6,16.253,25.071
3,-59.618,-42.562,-35.725
3,-49.401,-16.207,-46.271
5,10.118,36.898,17.253
4,22.221,-26.728,-28.662
7,85.651,13.109,-22.02
10,-14.738,80.028,0.44301
3,-73.129,-39.403,-33.615
3,-47.281,-4.9163,-26.49
9,-28.617,-57.178,18.518
9,-31.161,-40.766,41.215
10,11.661,39.95,14.672
1,52.525,-86.048,18.526
8,1.1863,69.243,-37.32
2,-95.146,-12.671,59.69
5,12.793,38.739,56.846
5,0.91739,42.614,47.29
6,22.98,-36.475,12.875
2,-92.275,4.3233,43.88
6,29.375,-33.145,-2.6593
2,-87.834,15.879,24.286
2,-100.11,17.088,23.291
5,0.473,58.31,43.521
3,-65.659,-51.526,-52.5
10,8.2647,102.83,12.826
5,6.3013,81.326,48.236
5,-1.4837,53.654,47.881
3,-66.188,-43.137,-45.067
5,-13.913,77.25,41.603
8,-0.35457,82.866,-30.457
2,-81.813,38.85,-14.262
1,75.689,-74.012,15.589
7,83.404,-0.030001,-23.647
6,15.243,-4.3751,37.333
4,-4.3726,-42.79,-17.867
9,-38.022,-44.092,18.413
5,-9.8347,68.984,37.527
9,-34.812,-42.077,13.44
5,0.94417,78.203,45.587
9,-30.672,-29.088,-0.63532
7,78.246,10.131,-12.03
7,94.76,7.4757,-14.355
1,79.443,-60.522,16.741
6,19.35,-25.451,62.563
4,-5.0572,-32.693,-33.378
7,85.472,16.801,-12.544
6,22.033,-18.748,13.945
2,-80.527,43.252,-18.446
6,20.006,-19.788,55.997
9,0.50625,-29.113,-17.744
1,74.489,-67.83,24.464
2,-87.077,25.178,13.031
8,1.7799,64.359,-36.419
1,58.833,-69.611,-1.3511
2,-92.865,41.282,-6.8764
3,-68.212,-53.043,-47.667
9,-36.45,-37.739,41.986
6,15.532,-21.403,28.796
10,22.439,53.98,17.359
10,-14.935,62.63,10.543
2,-86.141,47.029,-12.594
3,-54.045,2.5648,-20.116
1,78.355,-55.585,43.426
8,-1.6407,82.602,-34.597
8,1.8374,40.648,-48.578
7,82.648,2.4288,-38.896
8,-0.62601,35.434,-9.8591
8,0.49459,39.602,-44.498
2,-86.586,18.55,21.75
4,3.6603,-32.432,-35.334
1,45.159,-85.585,27.98
1,59.369,-70.286,-5.4983
1,71.221,-68.116,37.314
2,-91.625,31.487,-8.5122
10,-10.107,45.086,-35.496
5,-15.154,67.769,42.531
4,6.4724,-43.931,-43.178
6,24.892,-29.657,38.966
3,-52.38,7.8525,-22.666
6,32.084,-25.826,2.6884
6,15.977,-25.277,24.689
10,20.732,44.152,23.35
1,59.843,-86.322,27.13
1,78.055,-71.03,6.569
2,-86.041,29.801,9.7123
5,16.097,62.805,48.497
9,-40.608,-47.041,37.873
3,-67.26,-23.323,-48.632
2,-93.588,23.307,25.943
1,50.548,-84.588,12.448
10,-2.7062,58.8,11.272
3,-49.682,-19.842,-57.306
6,13.803,-11.053,35.481
2,-90.633,27.825,0.22761
3,-67.962,-31.752,-49.074
8,5.8919,43.987,-54.997
2,-97.023,21.523,14.885
10,2.4924,97.544,11.845
1,71.57,-69.705,36.298
10,8.4223,45.598,6.6215
7,73.017,7.3188,-29.367
3,-59.162,-45.592,-46.683
9,-14.7,-27.503,20.439
1,82.304,-59.449,34.457
8,-8.8948,46.537,-34.415
9,-37.091,-49.096,19.594
6,15.987,-31.016,15.5
7,97.189,4.8089,-18.601
5,8.6935,85.874,44.234
8,-7.2768,62.325,-34.745
1,62.507,-68.279,45.638
2,-91.045,-0.14503,44.268
1,53.079,-84.013,20.735
2,-98.392,17.012,11.902
10,-3.5657,61.967,6.4058
9,-35.332,-35.764,12.706
2,-93.17,9.7783,20.098
7,72.587,8.3822,-28.193
1,63.117,-67.097,-3.3137
2,-90.978,-5.4393,52.857
2,-84.882,44.661,-2.1751
7,91.293,19.518,-5.0096
9,-38.221,-36.629,27.762
10,-2.7801,99.497,5.2503
5,8.1615,41.875,58.834
8,-0.98902,82.442,-27.818
10,4.2407,86.137,11.798
10,15.007,62.204,2.3355
10,-4.7368,73.082,11.073
1,62.016,-66.727,41.837
4,18.151,-59.708,-42.295
3,-48.3,-17.495,-54.822
2,-93.656,9.2131,24.592
8,-2.6021,76.668,-30.729
4,14.301,-36.215,9.3127
2,-86.274,42.293,4.8906
2,-91.427,-5.8559,52.354
9,-44.058,-44.066,25.081
10,13.237,34.263,30.04
5,-14.25,68.579,28.87
1,84.085,-62.315,34.612
4,6.5207,-51.026,-43.951
2,-88.575,46.775,-7.8239
10,-29.098,62.939,21.722
3,-66.616,-48.978,-26.44
9,-21.77,-39.758,7.9899
9,-29.801,-35.261,25.816
8,-1.6594,44.159,-43.866
9,-19.252,-44.052,4.7433
1,60.629,-64.726,36.449
10,10.767,38.205,10.483
1,61.153,-73.136,1.4928
3,-58.894,9.6804,-23.076
5,12.522,63.664,49.066
10,-18.777,-58.859,-30.815
6,21.046,-16.979,32.287
3,-65.519,-7.1635,-45.744
2,-94.594,-8.9528,54.559
10,-7.2155,49.725,18.282
3,-66.115,-50.208,-52.146
5,8.3015,81.354,40.022
4,-9.4207,-56.696,-36.006
4,4.9472,-69.839,-29.713
6,12.455,-7.5054,36
10,3.6219,95.463,11.715
1,55.171,-82.95,6.7659
1,76.064,-77.097,41.098
4,4.1987,-74.293,-43.375
10,-7.0068,67.929,13.015
6,27.362,-18.543,-0.61246
9,17.162,32.781,50.332
4,8.5191,-30.864,-34.455
3,-69.066,-49.843,-31.645
9,21.699,40.431,37.091
8,-26.006,40.528,-40.055
4,18.083,-48.938,-35.893
9,-16.974,-31.344,10.51
4,12.984,-68.527,-38.811
5,2.3452,98.16,32.75
4,22.631,-27.577,-28.138
5,2.2793,100.41,35.34
7,93.958,17.081,-5.0786
1,57.943,-71.54,36.161
8,0.27156,55.696,-44.95
2,-95.862,-9.6994,46.699
5,1.9882,43.137,52.432
3,-24.47,-51.677,37.103
6,12.414,-9.3013,39.269
3,-71.408,-53.672,-42.076
10,21.383,46.345,28.271
1,63.546,-71.612,5.7549
2,-86.093,11.729,29.507
6,25.959,-24.103,-11.484
3,-46.173,-3.9912,-23.035
10,9.2116,75.366,13.201
2,-89.553,4.9585,28.707
10,8.0208,37.177,15.032
3,-62.697,-41.726,-44.234
3,-60.136,-32.44,-48.782
7,90.57,20.463,21.288
1,83.73,-57.128,17.074
1,69.588,-69.356,44.48
3,-64.952,-38.557,-49.075
3,-57.621,13.042,-24.203
7,79.73,-1.3796,-38.452
7,94.781,2.7349,-28.891
9,-22.955,-23.917,5.8747
6,28.05,-34.746,19.224
6,18.363,-29.386,14.94
5,-4.9293,87.601,31.834
9,23.776,43.954,20.076
5,13.117,62.685,57.377
4,-13.684,-55.017,-33.979
6,19.864,-31.781,56.181
3,-77.329,-32.895,-39.432
1,59.738,-79.744,8.2999
4,-5.0379,-49.954,-24.661
3,-53.3,1.7204,-19.316
7,91.032,22.135,20.506
8,-11.717,53.099,-37.841
4,-5.2286,-53.339,-39.712
6,14.446,-19.163,-10.963
3,-80.927,-41.983,-36.146
5,16.177,61.801,54.206
3,-61.516,-41.509,-45.11
8,2.5483,69.738,-46.949
8,-0.93107,36.77,-7.9719
10,-1.4524,60.481,3.5706
1,51.637,-80.557,10.857
5,10.522,61.095,43.723
8,12.26,30.645,-59.695
8,-18.948,56.659,-33.379
7,87.963,13.193,-23.666
9,26.226,-23.834,46.76
2,-98.104,-6.951,44.44
2,-94.128,-12.346,59.723
9,14.983,-33.88,-27.496
5,0.78008,78.882,32.85
2,-86.946,14.703,19.489
7,91.518,23.98,11.882
9,68.394,4.2926,-7.9577
8,-4.8803,43.705,-47.745
9,-26.225,-22.271,3.8886
6,18.37,-32.192,-3.881
2,-99.188,7.1174,28.855
5,16.831,59.939,54.265
9,-24.56,-23.889,4.12
2,-77.601,50.954,-17.751
7,92.564,16.771,-0.35953
9,-22.143,-20.187,6.0834
5,-3.6795,90.826,31.132
5,19.694,59.091,53.013
10,2.8907,40.946,17.794
7,73.776,8.2081,-35.233
8,12.152,67.143,-42.439
4,1.9637,-53.15,-21.816
3,-67.877,-12.911,-40.77
4,-11.337,-43.161,-32.036
7,72.176,5.2532,-41.042
2,-86.524,46.522,-11.845
5,5.7043,84.91,45.592
10,-4.8969,61.827,14.83
2,-90.879,30.687,-9.6478
10,9.9841,33.983,30.587
7,87.596,22.171,-2.2776
5,10.986,89.004,42.94
7,92.82,3.3435,-9.2804
5,-10.217,76.759,28.126
7,97.763,9.3136,0.13185
8,-18.461,51.921,-35.854
6,24.198,-31.298,33.798
5,14.447,38.256,53.087
5,-5.4024,95.957,37.236
2,-92.674,-13.69,56.922
9,-16.307,-34.996,3.939
5,-9.3219,48.109,17.261
4,13.176,-32.698,-32.813
1,47.557,-84.966,23.163
5,-11.558,63.561,45.77
10,-12.532,58.065,8.0882
3,-65.171,-4.169,-46.198
8,-1.4839,81.57,-34.515
2,-93.426,16.145,33.276
8,12.796,39.123,-59.578
8,-0.067034,40.351,-49.79
6,28.26,-27.08,-17.463
2,-83.262,30.721,-9.8573
9,-15.73,-39.265,13.735
2,-98.181,-5.8275,47.233
1,81.854,-57.807,38.669
6,12.629,-7.7539,41.83
6,28.43,-22.427,-18.112
5,-3.1452,76.047,49.503
6,16.334,-30.44,-4.1828
7,90.139,-4.361,-36.989
4,13.286,-55.073,-35.158
6,23.528,-31.877,43.774
4,-10.201,-32.13,-30.552
2,-81.792,31.733,-10.26
4,11.722,-63.826,-39.317
6,19.934,-24.169,-17.786
2,-91.257,11.373,12.516
1,67.811,-78.901,19.388
3,-49.244,-9.4767,-53.659
7,88.062,25.51,7.1321
5,-9.0966,81.381,27.398
5,0.9376,43.681,40.623
1,46.549,-87.62,21.256
1,76.744,-71.389,12.511
4,-10.746,-52.795,-36.926
4,-1.802,-25.357,-23.942
10,5.0989,71.29,21.669
8,-13.591,51.298,-37.877
7,96.247,0.64722,-37.1
9,-1.6921,-31.532,-7.121
5,85.365,27.954,7.3514
4,-13.226,-18.055,-25.5
9,-35.498,-27.709,7.6616
3,-60.599,-13.098,-60.101
2,-99.869,23.197,16.596
7,83.311,20.916,13.672
3,-61.641,-51.088,-49.001
2,-95.997,-12.967,54.282
3,-49.77,-17.422,-59.177
3,-64.573,-32.518,-46.652
1,67.946,-73.289,36.807
3,-68.809,-45.194,-22.943
7,78.439,-0.18432,-19.344
10,3.346,61.616,6.0757
3,-75.245,-39.032,-41.751
6,13.681,-26.101,67.868
10,13.019,74.716,12.898
5,-3.5543,67.183,42.783
3,-68.683,-58.321,-27.844
6,27.127,-34.748,28.184
6,10.062,-22.197,28.581
2,-81.411,34.208,-0.80931
6,31.019,-25.375,-10.755
2,-83.725,29.281,-6.7382
3,-66.871,-59.828,-30.279
5,-9.8032,64.174,19.019
8,14.275,53.646,-50.424
7,79.622,11.377,-8.0081
5,-13.832,47.429,16.287
9,-36.962,-30.492,9.294
10,14.929,58.628,14.219
10,7.3334,84.868,13.828
3,-65.239,-26.756,-42.196
9,-12.706,-32.424,1.8267
5,-23.842,41.041,25.41
9,-30.298,-35.202,25.774
2,-82.558,31.165,-9.8308
2,-88.521,2.9945,46.449
2,-98.01,4.9643,30.553
6,16.559,-31.12,18.99
5,-9.7818,77.116,27.586
4,6.3121,-37.059,-41.771
8,5.111,69.775,-49.274
5,4.0592,104.62,38.253
10,8.3242,53.51,13.127
9,-31.062,-32.449,7.6044
8,6.8125,42.142,-59.914
1,61.672,-78.482,31.193
10,-15.486,56.928,15.91
9,-46.903,-40.96,27.227
7,86.708,-3.9781,-37.405
1,80.906,-63.313,37.93
10,-17.137,72.742,4.4442
4,-11.802,-63.579,-35.487
4,-22.59,-37.819,22.555
5,-1.7539,96.848,38.727
6,21.356,-37.793,48.008
10,4.2989,44.67,43.537
10,13.306,31.72,35.788
5,-11.004,66.802,28.814
9,34.087,-17.949,-20.249
4,20.585,-33.705,-22.724
1,49.864,-81.145,6.4234
3,-73.683,-59.623,-29.407
3,-79.338,-54.833,-22.358
10,6.144,95.371,12.876
10,5.2789,77.468,13.595
7,91.353,25.191,8.4882
4,-7.4386,-73.84,-38.569
9,-38.46,-44.658,29.594
3,-43.09,-13.411,-41.698
8,-1.691,39.149,-6.1385
9,-40.854,-37.804,46.392
6,19.433,-36.169,5.3311
9,1.0337,-17.787,-20.158
1,55.692,-79.432,34.043
6,14.157,-8.3113,33.041
1,72.035,-56.531,13.138
2,-80.261,43.752,-20.636
4,10.799,-62.272,-31.798
3,-60.483,-56.322,-51.426
6,21.28,-16.738,31.805
3,1.4397,76.118,-48.014
7,90.238,10.116,4.8357
6,16.652,-23.594,67.232
3,-24.588,-51.609,37.114
1,60.542,-71.829,-0.43367
1,56.161,-79.263,36.56
2,-87.634,17.4,22.764
5,40.39,-83.983,26.408
6,16.948,-6.8586,31.753
2,-90.574,12.806,32.269
10,8.9001,45.213,15.589
3,-50.916,5.181,-20.836
1,61.734,-81.517,12.374
4,-21.658,-21.541,-7.9904
3,-74.28,-61.214,-29.646
7,98.105,2.9818,-16.32
2,-88.087,12.698,25.276
7,72.138,5.5972,-23.659
2,-87.771,15.22,22.407
1,83.205,-61.327,33.561
9,33.773,-19.214,-22.159
6,19.504,-6.4363,17.709
4,-5.0754,-67.518,-42.366
2,-84.108,29.996,9.0134
6,26.742,-28.261,6.4985
2,-81.575,32.421,0.93601
3,-71.867,-30.263,-34.739
2,-81.764,49.661,-4.4951
4,15.801,-57.41,-33.676
4,6.2115,-38.059,-44.534
9,-14.085,-17.581,1.4465
9,-8.2743,-36.516,4.3691
8,-27.445,50.245,-37.856
10,-11.669,73.108,3.8599
4,2.943,-70.186,-29.312
4,7.9263,-71.443,-43.472
4,-2.5646,-53.513,-38.251
10,-8.826,69.37,5.2552
3,-62.057,-43.381,-43.361
2,-91.763,-6.7796,47.496
8,1.1201,82.473,-27.377
1,61.4,-73.77,37.481
10,-15.559,56.765,16.002
8,-7.979,82.491,-31.902
10,3.8636,95.502,11.719
8,14.772,56.924,-44.876
6,20.26,-23.804,12.149
10,0.74182,39.082,17.674
6,14.422,-17.394,60.596
5,1.3916,86.693,35.558
3,68.036,-57.651,9.7605
2,-95.69,-8.664,49.042
5,11.327,91.547,40.87
7,86.801,8.3634,-5.1138
10,1.1411,66.592,9.6742
4,24.293,-46.532,-30.556
2,-99.058,-5.0576,46.322
4,4.6175,-70.197,-38.428
1,77.526,-73.869,9.4434
7,85.031,-5.2579,-44.461
10,7.1379,43.017,22.379
9,-28.386,-45.779,15.896
4,-21.803,-32.644,-20.188
9,-22.353,-43.654,18.662
3,-49.611,-1.2574,-17.928
8,14.029,50.131,-45.816
9,-35.84,-39.838,40.732
4,11.627,-55.806,-37.03
6,12.402,-21.618,63.997
1,78.09,-75.996,37.938
3,-65.531,-32.85,-37.258
6,20.284,-24.52,60.25
5,-14.915,53.324,18.202
9,-43.968,-40.564,28.332
10,5.91,47.161,14.78
5,11.767,87.498,38.57
7,74.368,8.1804,-28.919
10,2.9965,40.442,14.659
1,69.764,-62.6,38.617
8,-4.234,41.899,-60.398
3,-75.455,-36.552,-38.435
1,76.67,-68.06,5.563
9,-14.826,-44.474,4.3336
1,79.46,-57.663,47.537
1,58.538,-72.641,-5.2607
6,25.68,-23.068,-14.799
5,-3.2265,93.933,31.852
1,75.781,-76.876,39.081
1,58.165,-83.325,30.085
3,-54.415,-4.4843,-47.426
2,-95.534,4.3462,49.692
7,94.115,2.1712,-15.179
5,-15.812,54.64,16.906
2,-98.601,13.857,21.402
5,-23.338,54.248,29.158
9,-39.873,-46.298,33.579
6,18.39,-12.398,0.73288
7,73.851,-2.2594,-34.661
10,5.7921,53.806,14.171
6,18.193,-16.004,41.477
5,-14.302,66.947,44.03
5,0.11387,76.199,43.529
6,23.916,-32.438,53.307
8,-1.7,70.567,-26.951
6,19.64,-33.788,54.118
7,89.062,21.389,19.739
5,96.744,-5.7761,-36.685
7,95.897,22.961,13.622
2,-83.422,34.708,-9.3739
9,-23.724,-22.428,26.033
3,-77.739,-57.055,-40.695
4,11.033,-46.851,-53.186
3,-67.313,-9.7545,-55.923
10,21.8,43.848,24.153
2,-76.903,47.198,-26.67
1,76.661,-60.695,22.301
7,79.97,3.5952,-37.188
1,68.962,-69.67,36.529
2,-90.723,-0.41779,45.065
6,24.917,-24.171,47.666
7,94.397,19.16,11.855
9,-19.626,-21.415,-3.0552
6,15.174,-8.8922,23.837
9,-17.495,-12.354,-15.232
7,84.47,14.069,-19.602
8,-6.8012,47.865,-47.331
6,34.412,-19.371,-16.454
1,71.02,-79.519,30.961
2,-76.857,56.467,-17.694
5,-9.7234,67.984,34.896
6,26.319,-31.8,15.888
4,13.928,-34.213,-33.139
7,73.873,11.235,-31.478
6,13.116,-25.397,65.096
8,11.231,59.484,-56.307
2,-91.511,-10.947,58.619
5,-80.935,31.922,-11.882
4,-5.2781,-66.642,-39.847
10,3.54,38.46,18.876
9,-34.064,-41.186,13.596
9,-24.404,-37.877,30.153
5,-1.0114,38.1,52.525
8,-7.7515,72.42,-28.141
9,-35.77,-34.377,35.531
4,-13.264,-18.102,-25.559
2,-87.393,13.147,17.296
5,3.1288,103.76,36.289
4,10.43,-28.535,-38.255
9,-46.066,-40.267,30.089
2,-94.3,-3.3164,54.616
2,-87.808,5.0219,47.416
5,-2.6195,98.595,28.538
1,74.912,-71.769,11.782
10,9.9376,59.58,10.995
7,75.739,15.871,-10.23
2,-92.005,13.685,20.006
6,17.57,-31.832,35.824
9,-12.487,-39.209,13.949
5,-3.6517,95.956,36.315
3,-66.754,-44.863,-36.879
8,14.114,54.738,-44.071
10,-11.957,75.292,10.356
7,100.59,3.7795,-13.686
5,6.619,84.79,45.585
5,13.806,62.856,56.879
2,-94.866,-12.987,55.474
5,-3.3975,91.826,30.603
5,3.8468,95.885,30.505
9,-14.319,-36.023,16.947
10,10.084,71.671,10.272
6,24.128,-27.336,-2.9414
1,83.619,-60.352,41.385
2,-85.274,29.537,9.3466
6,25.044,-24.138,47.627
5,-10.857,61.032,48.263
6,16.757,-26.846,66.609
1,68.348,-64.038,37.379
10,1.2238,43.224,38.643
6,20.005,-19.383,22.607
5,3.6888,101.95,30.852
2,-96.629,-14.915,54.576
8,3.014,52.326,-56.988
8,17.087,36.772,-57.252
3,-74.014,-31.026,-33.413
5,6.1131,44.208,57.397
3,-64.131,-58.535,-27.685
2,-92.557,-14.255,59.896
8,12.52,51.593,-55.948
1,60.387,-79.26,20.391
2,-92.813,8.3356,22.798
10,9.4808,80.347,15.061
6,19.581,-22.215,58.664
6,7.2623,-17.103,50.437
10,7.4387,40.501,21.447
1,54.566,-82.135,31.795
9,23.381,-37.166,-42.298
9,-44.238,-42.358,36.417
2,-98.71,2.2414,48.438
2,-99.727,-9.921,47.781
7,76.844,-2.0079,-19.438
10,-9.291,71.497,7.328
2,-91.838,39.876,-1.7344
4,8.1414,-28.874,-31.521
4,6.6711,-49.475,-24.013
1,73.467,-67.507,27.224
7,94.704,3.5562,-19.815
10,12.912,55.604,16.665
10,-23.247,62.052,24.679
2,-98.386,-6.4652,48.073
10,3.149,98.783,11.935
7,100.1,8.7126,-3.9187
8,8.0138,69.071,-46.555
4,6.8356,-72.728,-44.259
5,-2.1046,88.697,39.102
2,-91.359,-12.143,49.773
9,-34.34,-51.764,20.742
5,8.417,84.762,46.865
7,97.506,8.9644,-1.5111
7,104.87,6.2953,-16.312
3,-58.453,-14.137,-52.071
6,28.505,-34.984,26.197
4,2.8706,-42.143,-21.936
8,-26.284,49.099,-35.348
1,78.01,-60.118,18.427
10,1.8469,69.385,7.1714
8,-7.0382,79.993,-29.399
1,63.079,-83.986,20.266
9,-50.516,-43.798,32.484
9,-47.647,-46.906,34.155
7,94.614,1.5069,-0.65868
9,-33.896,-33.879,15.273
5,-6.0522,86.255,-21.757
4,-14.475,-67.246,-38.363
1,81.636,-55.344,41.116
10,10.356,43.201,12.056
9,-13.16,-24.841,-6.7144
1,77.065,-71.646,31.19
7,96.186,3.5422,-14.021
10,9.2015,52.584,20.382
4,20.969,-33.19,-25.26
5,3.2496,80.765,42.754
4,14.271,-66.892,-38.334
5,-3.2941,76.039,50.169
1,63.009,-83.27,19.872
4,-2.4888,-76.412,-40.468
2,-90.496,-4.1611,52.972
1,77.108,-55.021,12.663
6,17.057,-11.197,31.577
6,17.107,-27.633,37.215
8,5.3748,47.939,-54.106
3,-78.229,-60.585,-29.467
7,96.09,20.771,12.592
7,78.105,11.288,-31.495
5,21.731,40.454,53.751
10,-12.517,48.3,16.403
8,3.6011,74.961,-41.989
5,2.8942,99.536,6.2993
8,-18.21,43.683,-37.392
7,96.418,3.7437,0.077666
10,-11.557,52.368,8.0484
2,-93.047,39.604,-5.6047
9,-38.644,-44.962,39.811
6,27.228,-27.096,1.4993
2,-85.452,41.382,7.3389
10,-0.64499,-24.64,-22.157
8,-19.429,49.329,-34.484
1,63.454,-67.488,40.444
3,-68.132,-9.8151,-54.154
4,19.415,-43.593,-30.277
6,10.924,-26.567,26.143
9,-50.117,-44.19,32.947
4,11.86,-67.188,-36.318
7,76.262,13.217,-20.16
10,19.814,35.74,36.52
5,-2.8449,63.805,42.163
7,86.936,7.2169,-24.541
9,-22.421,-22.058,7.2664
9,-29.046,-39.908,38.682
2,-89.662,2.2564,45.044
