label,x,y,z
3,24.075,2.5986,10.252
8,-30.704,0.11953,-49.347
7,22.463,53.795,-5.3199
6,-11.784,-40.533,11.378
7,22.332,55.627,-2.0359
1,36.646,39.161,31.432
4,32.005,-37.796,-6.0324
5,5.5719,10.192,-38.155
3,18.214,-3.0636,24.252
8,-25.113,-18.664,-41.061
9,11.243,-16.683,0.75939
3,22.954,-7.2677,15.536
10,-22.404,-9.4711,-32.672
2,-59.321,-14.619,22.187
9,26.056,-47.204,-8.4982
2,-59.382,-4.0764,34.185
6,-15.207,-35.91,7.1312
4,18.649,-12.644,27.053
8,8.7821,-10.878,-51.365
5,9.0332,-10.162,-30.473
5,-9.497,8.51,-27.027
9,27.159,-54.035,2.6102
4,13.605,-38.557,3.511
5,-3.8236,9.9826,-38.056
10,-12.91,10.341,-17.43
1,25.632,17.209,37.241
10,17.699,-14.219,-40.849
2,-61.276,1.5133,35.944
7,8.6975,52.447,-2.2874
6,-26.317,-21.631,8.5001
7,6.6806,54.295,7.5956
4,16.009,-38.608,-1.2249
7,-4.6206,40.3,13.011
8,-31.427,-0.038731,-49.825
1,27.549,28.39,42.924
1,52.296,31.108,34.814
10,26.709,-2.9342,-39.235
7,1.1825,48.632,1.3587
3,25.677,-6.5602,15.207
4,22.899,-38.677,9.4172
2,-43.249,7.5492,40.988
3,26.05,-10.183,19.907
3,17.368,4.31,12.339
4,29.327,-37.59,-10.873
2,-57.164,-4.979,34.73
4,12.608,-31.576,1.4796
2,-56.041,2.3248,33.968
9,9.4289,-15.771,1.1464
1,43.364,41.938,24.272
10,20.68,-6.1255,-35.214
4,27.947,-52.815,2.6634
1,46.152,38.851,33.905
4,29.925,-37.591,-13.434
8,8.5734,-8.1401,-62.592
8,-0.19837,-17.8,-46.022
6,-17.231,-30.492,0.028275
7,-47.276,7.3618,34.362
9,-9.0691,-4.263,19.994
1,33.809,27.607,42.825
3,4.1307,2.5595,30.283
1,45.867,29.776,38.328
2,-54.412,-1.4776,32.789
8,7.892,-12.478,-52.739
8,-12.488,-10.757,-45.906
9,10.068,-22.209,-3.0904
6,-15.778,-21.198,15.89
1,44.82,24.45,36.913
10,28.613,4.7517,-38.31
8,12.87,-11.491,-59.074
3,21.869,3.2816,22.872
6,-17.407,-21.912,13.714
10,28.53,13.321,-33.259
8,-28.961,-18.464,-39.234
9,12.965,-10.105,-23.985
5,-4.2466,11.432,-38.517
5,-1.868,3.4806,-32.64
6,-24.288,-16.75,2.0918
3,24.803,-9.8613,16.277
8,14.691,-11.705,-60.358
5,17.741,3.7194,-29.898
7,25.722,48.878,-3.6388
3,3.0789,0.010252,29.165
2,-47.337,0.94976,30.738
5,22.951,3.1202,-37.251
4,33.355,-46.125,1.5063
8,-6.8108,-11.666,-45.949
8,0.3215,-10.071,-59.961
7,-4.5176,45.039,19.431
2,-61.85,-7.7918,23.276
1,1.8674,-3.5532,6.0909
6,-1.0996,-36.237,19.017
3,23.126,-1.9614,11.969
10,1.4422,-9.5759,-33.291
10,17.589,-9.8859,-36.127
3,29.318,-41.654,-15.107
8,9.3064,-11.885,-61.54
9,-3.1164,-7.9249,23.551
6,-20.235,-27.304,-1.3133
9,-11.446,-11.697,15.373
10,-19.833,-8.4939,-37.769
6,24.68,-31.617,9.706
8,-31.412,-10.149,-34.448
6,-21.875,-25.691,10.456
1,50.768,39.907,31.749
5,2.0715,-15.365,-25.137
7,4.0391,53.025,-1.4364
6,-6.5524,-33.903,18.86
4,27.898,-36.708,-10.92
10,16.957,12.69,-30.833
9,14.915,-18.221,8.267
9,32.564,-53.712,3.5947
4,17.591,-54.217,-2.926
6,-23.425,-8.745,-0.11654
9,11.394,-16.487,1.9231
10,-11.364,-6.7056,-31.184
7,1.5329,43.675,23.32
2,-37.714,11.069,39.88
7,17.836,55.354,2.069
1,45.025,22.873,36.547
4,21.886,-42.731,8.373
7,-12.42,42.737,13.607
10,-6.9253,-0.88042,-41.571
8,13.848,-15.734,-51.508
5,2.2889,4.9088,-33.251
8,10.872,-4.0066,-59.89
4,33.175,-42.564,13.376
10,15.474,-4.0305,-35.679
10,21.953,16.999,-27.279
9,33.075,-52.217,0.36042
4,20.757,16.984,-25.937
5,18.255,5.1616,-29.527
3,22.071,2.6894,7.9392
8,-24.598,-8.6042,-43.055
9,8.758,-20.015,2.2669
